State,County Name,current_votes,total_votes,percent
AR,Van Buren County,7654,7807,100
AR,Washington County,92566,94266,100
AR,White County,30759,30885,100
AR,Woodruff County,2419,2476,100
AR,Yell County,6684,6741,100
AR,Calhoun County,2142,2182,100
AR,Carroll County,11592,11797,100
AR,Chicot County,3654,4103,100
CO,Clear Creek County,6477,6548,100
CO,Conejos County,4269,4333,100
CO,Costilla County,2087,2094,100
CO,Crowley County,1741,1750,100
CO,Custer County,3594,3634,100
CO,Delta County,19303,19370,100
CO,Denver County,393088,393827,100
CO,Dolores County,1427,1449,100
CO,Douglas County,231559,231599,100
CO,Eagle County,28748,29140,100
CO,Adams County,235700,236735,100
CO,Elbert County,18957,18983,100
CO,El Paso County,376880,378849,100
CO,Fremont County,25359,25557,100
CO,Garfield County,30787,30904,100
CO,Gilpin County,4175,4186,100
CO,Grand County,9878,9878,100
CO,Gunnison County,11141,11190,100
CO,Hinsdale County,620,632,100
CO,Huerfano County,4371,4406,100
CO,Jackson County,867,876,100
CO,Alamosa County,7707,7808,100
CO,Jefferson County,376961,377357,100
CO,KIA County,890,903,100
CO,Kit Carson County,3815,3871,100
CO,Lake County,3953,3961,100
CO,La Plata County,35453,35667,100
CO,Larimer County,215933,224338,100
CO,Las Animas County,7925,7961,100
CO,Lincoln County,2636,2651,100
CO,Logan County,10481,10532,100
CO,Mesa County,89200,90622,100
CO,Arapahoe County,348646,350183,100
CO,Mineral County,757,757,100
CO,Moffat County,6810,7026,100
CO,Montezuma County,15194,15500,100
CO,Montrose County,24856,24922,100
CO,Morgan County,13571,13744,100
CO,Otero County,9367,9576,100
CO,Ouray County,3988,4020,100
CO,Park County,12246,12290,100
CO,Phillips County,2471,2485,100
CO,Pitkin County,11859,11957,100
CO,Archuleta County,9019,9144,100
CO,Prowers County,5500,5561,100
CO,Pueblo County,87450,88299,100
CO,Rio Blanco County,3655,3691,100
CO,Rio Grande County,6279,6305,100
CO,Routt County,16826,16876,100
CO,Saguache County,3379,3389,100
CO,San Juan County,550,563,100
CO,San Miguel County,5121,5147,100
CO,Sedgwick County,1447,1447,100
CO,Summit County,18407,18479,100
CO,Baca County,2196,2225,100
CO,Teller County,16761,16939,100
CO,Washington County,2996,3008,100
CO,Weld County,166678,166968,100
CO,Yuma County,4977,4981,100
CO,Broomfield County,46196,46632,100
CO,Bent County,2256,2274,100
CO,Boulder County,205516,206111,100
CO,Chaffee County,13578,13717,100
CO,Cheyenne County,1125,1136,100
GA,Appling County,8159,8341,100
GA,Atkinson County,2995,3155,100
GA,Bacon County,4512,4668,100
GA,Baker County,1514,1555,100
GA,Baldwin County,17942,18251,100
GA,Banks County,8679,8801,100
GA,Barrow County,37190,38017,100
GA,Bartow County,49619,50467,100
GA,Ben Hill County,6444,6560,100
GA,Berrien County,7565,7743,100
GA,Bibb County,69940,70802,100
GA,Bleckley County,5613,5706,100
GA,Brantley County,7388,7746,100
GA,Brooks County,6835,7100,100
GA,Bryan County,20884,21340,100
GA,Bulloch County,29558,30084,100
GA,Burke County,10465,10684,100
GA,Butts County,11619,11789,100
GA,Calhoun County,2156,2194,100
GA,Camden County,22917,23688,100
GA,Candler County,4322,4432,100
GA,Carroll County,53687,54474,100
GA,Catoosa County,31735,32692,100
GA,Charlton County,4323,4566,100
GA,Chatham County,131423,133420,100
GA,Chattahoochee County,1534,1590,100
GA,Chattooga County,9703,10050,100
GA,Cherokee County,142240,144830,100
GA,Clarke County,50714,51218,100
GA,Clay County,1409,1434,100
GA,Clayton County,111262,112344,100
GA,Clinch County,2700,2864,100
GA,Cobb County,388963,393744,100
GA,Coffee County,14722,15214,100
GA,Colquitt County,15782,16083,100
GA,Columbia County,79405,80579,100
GA,Cook County,6914,7035,100
GA,Coweta County,75642,76799,100
GA,Crawford County,5998,6102,100
GA,Crisp County,7885,8052,100
GA,Dade County,7157,7434,100
GA,Dawson County,15853,16081,100
GA,Decatur County,11319,11627,100
GA,DeKalb County,367133,370675,100
GA,Dodge County,7890,8070,100
GA,Dooly County,4005,4105,100
GA,Dougherty County,34876,35311,100
GA,Douglas County,68441,69097,100
GA,Early County,4969,5187,100
GA,Echols County,1381,1441,100
GA,Effingham County,30974,31624,100
GA,Elbert County,8981,9171,100
GA,Emanuel County,9191,9501,100
GA,Evans County,4147,4247,100
GA,Fannin County,14571,14850,100
GA,Fayette County,70942,71993,100
GA,Floyd County,40930,38588,100
GA,Forsyth County,127000,129305,100
GA,Franklin County,10589,10786,100
GA,Fulton County,517607,524659,100
GA,Gilmer County,16201,16525,100
GA,Glascock County,1500,1566,100
GA,Glynn County,40767,41984,100
GA,Gordon County,23470,24033,100
GA,Grady County,10406,10707,100
GA,Greene County,11123,11247,100
GA,Gwinnett County,402715,413865,100
GA,Habersham County,20122,20432,100
GA,Hall County,89495,90523,100
GA,Hancock County,4089,4165,100
GA,Haralson County,13969,14272,100
GA,Harris County,19738,19991,100
GA,Hart County,12354,12727,100
GA,Heard County,5247,5397,100
GA,Henry County,121470,122742,100
GA,Houston County,73818,74823,100
GA,Irwin County,4093,4168,100
GA,Jackson County,37156,37670,100
GA,Jasper County,7537,7644,100
GA,Jeff Davis County,5603,5771,100
GA,Jefferson County,7462,7642,100
GA,Jenkins County,3366,3455,100
GA,Johnson County,3961,4100,100
GA,Jones County,14754,14966,100
GA,Lamar County,8943,9039,100
GA,Lanier County,3428,3576,100
GA,Laurens County,22323,22729,100
GA,Lee County,16458,16714,100
GA,Liberty County,20953,21389,100
GA,Lincoln County,4561,4650,100
GA,Long County,5520,5656,100
GA,Lowndes County,45145,46355,100
GA,Lumpkin County,15324,15531,100
GA,McDuffie County,10307,10455,100
GA,McIntosh County,6494,6696,100
GA,Macon County,4553,4662,100
GA,Madison County,14674,14937,100
GA,Marion County,3550,3624,100
GA,Meriwether County,10694,10877,100
GA,Miller County,2643,2835,100
GA,Mitchell County,8810,8963,100
GA,Monroe County,15345,15592,100
GA,Montgomery County,3838,3966,100
GA,Morgan County,11565,11707,100
GA,Murray County,14731,15389,100
GA,Muscogee County,79348,80543,100
GA,Newton County,53572,54239,100
GA,Oconee County,24909,25168,100
GA,Oglethorpe County,7970,8131,100
GA,Paulding County,83986,85385,100
GA,Peach County,12352,12545,100
GA,Pickens County,16836,17116,100
GA,Pierce County,8786,9048,100
GA,Pike County,10576,10720,100
GA,Polk County,17018,17399,100
GA,Pulaski County,3979,4059,100
GA,Putnam County,11694,11855,100
GA,Quitman County,1077,1106,100
GA,Rabun County,9386,9568,100
GA,Randolph County,3022,3074,100
GA,Richmond County,85744,87016,100
GA,Rockdale County,44212,44686,100
GA,Schley County,2226,2275,100
GA,Screven County,6457,6628,100
GA,Seminole County,3743,3884,100
GA,Spalding County,29713,30116,100
GA,Stephens County,11638,11885,100
GA,Stewart County,1906,1990,100
GA,Sumter County,11978,12150,100
GA,Talbot County,3452,3522,100
GA,Taliaferro County,884,928,100
GA,Tattnall County,7937,8183,100
GA,Taylor County,3769,3839,100
GA,Telfair County,4189,4333,100
GA,Terrell County,4348,4416,100
GA,Thomas County,21253,21853,100
GA,Tift County,15987,16283,100
GA,Toombs County,10651,10914,100
GA,Towns County,7847,7979,100
GA,Treutlen County,2965,3077,100
GA,Troup County,29538,30059,100
GA,Turner County,3717,3792,100
GA,Twiggs County,4344,4444,100
GA,Union County,15362,15592,100
GA,Upson County,12723,12905,100
GA,Walker County,28536,29436,100
GA,Walton County,50408,50812,100
GA,Ware County,13748,14296,100
GA,Warren County,2584,2681,100
GA,Washington County,9197,9459,100
GA,Wayne County,12473,12778,100
GA,Webster County,1359,1390,100
GA,Wheeler County,2228,2285,100
GA,White County,14646,14816,100
GA,Whitfield County,35593,36746,100
GA,Wilcox County,3218,3281,100
GA,Wilkes County,4905,5029,100
GA,Wilkinson County,4689,4770,100
GA,Worth County,9129,9286,100
